Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,31.768667221069336,34.57921595595695,26.258097754841593,28.358114831039718,855215656
1,2007-10-08,30.14234733581543,32.84236871898743,29.952871324448566,32.84236871898743,126671715
2,2007-10-09,32.19499588012695,32.479207764711006,28.53180858103731,30.158136188070426,116725709
3,2007-10-10,32.4949836730957,33.15814730449772,32.21077191198066,33.03182930053533,67931378
4,2007-10-11,36.126590728759766,37.895025719197015,32.210773146277624,37.895025719197015,106320954
5,2007-10-12,35.889747619628906,37.2318628384317,35.05290016336846,35.368691979557354,99410791
6,2007-10-15,36.36343002319336,36.852909836585546,36.04763825321131,36.63185388431811,41814972
7,2007-10-16,40.07398223876953,40.705570044885256,36.15816525333133,36.41079694921771,138614496
8,2007-10-17,43.20033645629883,44.210867811991626,33.50552275256357,36.00027966638217,204876259
9,2007-10-18,41.684539794921875,47.19511021985141,39.900316398220355,43.89508311764632,146617799
10,2007-10-19,41.54243850708008,43.23192614770786,39.47399884648272,40.73716653544523,110266491
11,2007-10-22,40.98979187011719,42.26874710577262,39.63188439144995,40.705580071438305,72253405
12,2007-10-23,43.9108772277832,44.30561712432633,42.00033355859324,42.00033355859324,74594921
13,2007-10-24,43.23192596435547,45.316153498944544,42.7424459170372,44.84246133439052,63055170
14,2007-10-25,43.137184143066406,44.14771996399043,38.10030148700121,41.763488483848455,34522489
15,2007-10-26,44.43192672729492,45.14245844020982,42.71085930939828,43.89507883092311,62370025
16,2007-10-29,45.33193588256836,46.42141959079528,44.93719602932694,45.15825206042275,43657697
17,2007-10-30,46.34246063232422,47.58983570289287,44.589813529565,45.947720872675816,79921711
18,2007-10-31,47.305633544921875,48.347749292068166,46.421418016920214,46.579313952863465,44655368
19,2007-11-01,46.247718811035156,48.837213251915884,45.868771225696754,48.47405354309978,50632492
20,2007-11-02,47.08457946777344,47.36879559078176,44.21087245816839,44.574036552412,32001693
21,2007-11-05,48.0477180480957,49.105621075519025,46.768759122452956,47.0529750725062,38833135
22,2007-11-06,48.679317474365234,51.758287493461516,48.01615384438135,48.884581285664915,81880281
23,2007-11-07,47.96879577636719,50.27407465307252,46.895104303425,49.5793351273811,33593141
24,2007-11-08,47.147727966308594,48.42668735579654,46.10561671549665,46.73720033009795,27990521
25,2007-11-12,48.284584045410156,49.13722372168339,44.479289825836275,45.72666929979139,35153735
26,2007-11-13,49.43721389770508,50.4319571400645,47.54246323294424,49.10563424465198,43830531
27,2007-11-14,48.78985595703125,51.0003990104422,48.53721989529208,50.3056551946611,36738579
28,2007-11-15,49.61091995239258,50.479347655619215,48.67933215746879,49.70565580673664,29242252
29,2007-11-16,49.2635383605957,50.38459764452067,48.69511049631759,49.389854236035006,18895294
30,2007-11-19,51.047760009765625,52.895143024762106,50.005648710639775,50.384596327048854,40716718
31,2007-11-20,50.258277893066406,52.2635567168172,49.64248215839001,50.84249359051828,26342171
32,2007-11-21,46.34246063232422,50.85828176942176,45.22139714500244,50.55828212200928,26814499
33,2007-11-22,44.747718811035156,47.716165852237836,42.80559964320252,45.85299036967829,34096185
34,2007-11-23,47.716156005859375,48.00036777707933,45.031921348424895,47.684575968345925,27664090
35,2007-11-26,48.09510803222656,49.484591261876446,47.716160396795274,49.484591261876446,20159123
36,2007-11-27,46.9108772277832,48.91615576655575,46.421401711566226,48.91615576655575,20573198
37,2007-11-28,46.21614456176758,48.15826777721222,45.9003527261767,47.93721177901824,16435311
38,2007-11-29,44.96877670288086,47.62142769710639,44.384560855276035,47.36879590078076,25530967
39,2007-11-30,46.70562744140625,46.989839254837676,45.158248205434106,45.789831916704465,18437721
40,2007-12-03,47.3687858581543,47.953001581899905,46.91088600579135,47.27404574221678,16851227
41,2007-12-04,46.752994537353516,48.079322020875956,46.40562264564991,47.68458220830393,14008727
42,2007-12-05,48.61616134643555,48.78984941870553,46.737202572756196,46.83193840621203,27725290
43,2007-12-06,47.716156005859375,50.416174257249786,47.10036026554902,49.67406265008618,24104710
44,2007-12-07,47.510894775390625,48.695114229421236,46.65825933840928,48.01616259908392,11742386
45,2007-12-10,47.55826187133789,48.142473312675264,46.942466108111155,47.96878952468859,8330010
46,2007-12-11,47.337215423583984,48.25301103091163,47.10037151048882,47.984587072763475,11685950
47,2007-12-12,47.305633544921875,47.731953428608925,46.421418016920214,46.73720988880672,16342131
48,2007-12-13,46.51615905761719,48.000382734442226,46.34247522197254,47.36879892016806,14620172
49,2007-12-14,46.058250427246094,46.78457424714731,45.821406541382856,46.35825439595328,10991851
50,2007-12-17,43.27927780151367,46.579303861027064,42.63190203448544,46.32666784833295,19355678
51,2007-12-18,43.08980941772461,44.52666066214358,41.74769401767568,42.789805438550836,21607783
52,2007-12-19,42.30032730102539,44.85824206489126,41.937167541207614,44.479290143133,19526912
53,2007-12-20,41.8740119934082,43.20033957995825,41.68453601201514,42.8529676612712,17105204
54,2007-12-24,43.1529655456543,43.83191712324968,42.158217854981096,42.50558972448596,16711519
55,2007-12-26,44.463504791259766,45.000352663726275,43.38981332952796,43.38981332952796,20930094
56,2007-12-27,44.77928924560547,46.010876432873744,44.40033736496884,45.37929282061304,44565277
57,2007-12-28,45.12668228149414,45.31615831079466,44.21088218707539,44.68457011872543,18354518
58,2007-12-31,45.45823287963867,45.72665672488554,44.905597314859726,45.47402503712363,11982308
59,2008-01-01,46.29509735107422,46.7214172302441,45.26877377831772,45.69509365748761,16687746
60,2008-01-02,46.04246139526367,46.6424650344533,45.36350979609643,46.29509315391164,13437280
61,2008-01-03,47.93722915649414,48.12670518317482,45.20562964505525,45.75826555767246,31815218
62,2008-01-04,47.684593200683594,49.263552814957684,47.36880127782878,48.63196896924805,28011310
63,2008-01-07,47.289852142333984,48.37933167965762,46.78458422146411,47.38458800359622,15858063
64,2008-01-08,45.67930221557617,48.00037312500731,45.12666648872119,47.33720939614113,13282666
65,2008-01-09,44.95298767089844,45.93194344547593,44.84245964610387,45.72667956125853,13113527
66,2008-01-10,43.87928771972656,46.42141467534245,43.57928374974917,45.15824727872369,18023003
67,2008-01-11,44.54245376586914,44.96877364094178,42.789806342393035,44.479293679487526,11629440
68,2008-01-14,45.22140121459961,45.69508896880615,43.91086595126837,44.621397582578176,10264240
69,2008-01-15,43.84770202636719,46.137192637631955,43.48454230328943,45.94772097912219,11558334
70,2008-01-16,42.947689056396484,43.89506436132287,41.85821002565112,43.531904684407756,14834065
71,2008-01-17,44.10033416748047,45.07928954428529,42.18979132433556,43.10558663172065,16169395
72,2008-01-18,42.04768753051758,43.784542321779796,41.68452355669354,43.737170128185255,13254156
73,2008-01-21,34.89500045776367,41.68452376694297,30.394965425195917,41.68452376694297,33202389
74,2008-01-22,31.389713287353516,33.158148261041084,24.931769128783888,31.452871220356588,58755707
75,2008-01-23,34.89500045776367,36.23711553050842,31.89497853045189,31.89497853045189,28425991
76,2008-01-24,34.973960876464844,37.452928104518115,33.316053430615426,36.773976388096315,29911930
77,2008-01-25,36.77396011352539,36.947643865325894,35.28973715319459,36.63185211063422,12550722
78,2008-01-28,37.168704986572266,37.45291674876143,33.31604332916233,36.26869750363957,13601109
79,2008-01-29,36.552921295166016,37.800301023812715,36.0002854655735,37.26345307607068,7679877
80,2008-01-30,34.53185272216797,36.78976388737253,34.07395276669499,36.63186794178897,9016102
81,2008-01-31,32.273929595947266,34.98973989033345,31.894979870163194,34.89500192348739,41538563
82,2008-02-01,33.39499282836914,33.631836688383096,32.5265653416513,32.82656713601558,9089201
83,2008-02-04,35.116065979003906,35.5265958605003,34.02658439697176,34.02658439697176,12009385
84,2008-02-05,36.205543518066406,36.67923129575901,34.4213204120645,35.17921999973244,14593303
85,2008-02-06,35.889747619628906,36.316067428124036,33.88447087178962,35.21079607146291,12429218
86,2008-02-07,34.20027160644531,36.61608091522551,33.97921770578852,35.40028124921186,11300078
87,2008-02-08,33.3160514831543,34.70553488086193,32.7002556116968,34.42132304911287,13514197
88,2008-02-11,30.96339225769043,33.78973052753253,30.631810445639662,33.78973052753253,15133331
89,2008-02-12,30.410764694213867,32.10025209758147,30.158130763579354,31.894988233591338,10237627
90,2008-02-13,29.968650817871094,31.34234392195495,29.35285720972314,30.947604154988273,10395753
91,2008-02-14,32.589717864990234,32.92129964227588,30.631807234008296,30.631807234008296,12514003
92,2008-02-15,33.52131271362305,33.78973664377511,31.594981564721376,32.46340915549498,12080990
93,2008-02-18,33.331844329833984,34.27922224055044,33.04763245573977,34.27922224055044,6977153
94,2008-02-19,32.96867752075195,34.01079107528152,32.71604360729015,33.93184311117474,7226542
95,2008-02-20,32.14761734008789,32.66867518009237,31.784457567454922,32.652885159195165,5604999
96,2008-02-21,32.368675231933594,32.92131100427193,31.97393539454907,32.668677080025695,3874365
97,2008-02-22,31.958139419555664,32.1634032401187,30.963393929687935,31.294975759643844,2691220
98,2008-02-25,32.226566314697266,32.621306141517145,31.45287668245042,32.33709432284708,6270186
99,2008-02-26,32.35288619995117,32.81078399700642,32.194990260166556,32.526572162034405,7139423
100,2008-02-27,34.24763107299805,35.9371160277963,32.82656788067785,32.82656788067785,43223132
101,2008-02-28,35.21079635620117,35.479220258772514,34.10552499060207,34.57921271871597,35763847
102,2008-02-29,34.705535888671875,35.684491589303256,34.13711220866737,34.98974987027491,16477462
103,2008-03-03,33.25288772583008,34.35816131144272,32.87393794477458,33.18972978592091,10049153
104,2008-03-04,32.400245666503906,33.600254923900366,31.57918827893805,33.47393906169029,11485198
105,2008-03-05,33.00025177001953,33.15814767051532,31.610766560696515,32.55814196367121,8581053
106,2008-03-07,31.31077766418457,32.52657745501078,30.000239865750938,32.52657745501078,14251925
107,2008-03-10,31.199684143066406,31.42185842344663,29.40641769487319,31.35838036511732,11713659
108,2008-03-11,33.77055358886719,34.08794593698777,30.215759720407522,30.94576039912118,19665129
109,2008-03-12,32.91359329223633,34.91316543161178,32.596200957492755,34.690991227782185,12262350
110,2008-03-13,28.390756607055664,32.37403386614789,27.613145646585846,32.05664146167408,47000084
111,2008-03-14,30.34272003173828,30.46967612771611,28.597061873541065,29.184236508007178,35798540
112,2008-03-17,29.152502059936523,29.771416868923964,28.533587250949076,29.771416868923964,19211273
113,2008-03-18,29.40641975402832,29.977726623907852,28.62880648956304,29.104895189053412,12632937
114,2008-03-19,29.58098030090332,32.94533849965229,29.390543997078566,30.78706971694342,16449023
115,2008-03-24,29.866628646850586,30.691849650809218,29.215973872858747,30.691849650809218,11636914
116,2008-03-25,30.993375778198242,31.18380992776587,30.088806572273324,30.644243275308455,13232423
117,2008-03-26,30.80294418334961,31.548817302388485,30.46968168010979,30.787074130346703,11448313
118,2008-03-27,31.35837173461914,31.659896195494074,30.342716623514473,30.342716623514473,17425122
119,2008-03-28,31.421852111816406,31.659898549532244,30.59663321438451,31.501200206903405,11599511
120,2008-03-31,31.199684143066406,31.564686745256665,30.78707353524298,31.42185842344663,9914705
121,2008-04-01,31.26315689086914,31.707507528605092,30.866416403134316,31.421853085963075,6034588
122,2008-04-02,31.770994186401367,32.69143365886719,31.421861601594415,31.421861601594415,6087024
123,2008-04-03,31.517072677612305,31.99316128470832,31.26315832333676,31.850335133070516,3883474
124,2008-04-04,31.35837173461914,31.723374236352864,30.755327117778624,31.723374236352864,5906537
125,2008-04-07,31.23141860961914,31.548810996415703,30.86641607333017,31.405984852848228,4088729
126,2008-04-08,30.43793487548828,31.24728581873168,30.215760655419718,31.183805625179502,5753811
127,2008-04-09,30.517284393310547,30.787066618715496,30.168151922251454,30.533154442441376,3776374
128,2008-04-10,31.120338439941406,31.34251273751211,30.35859737614029,30.469683448697925,7075297
129,2008-04-11,31.26315689086914,31.580549281057007,30.945764500681282,31.421853085963075,4012660
130,2008-04-15,31.7392520904541,31.89794830785727,30.533160407698997,31.072727116378722,6362785
131,2008-04-16,31.310773849487305,32.27882128055594,31.18381557433178,32.05664698960298,4725794
132,2008-04-17,32.51686096191406,33.26273184261354,31.437725463893553,31.786857979935057,14831167
133,2008-04-21,33.04055404663086,33.61186076060802,32.69142372041776,33.00881610013231,7639361
134,2008-04-22,33.58012390136719,33.96099651573399,32.69142687439142,33.00881928472706,8814769
135,2008-04-23,33.61185836791992,34.008598814320806,33.1675099289328,33.643598464613866,5265604
